,label
39818,1.0
11018,0.0
15091,0.0
42990,1.0
6321,0.0
22362,0.0
49272,1.0
2081,0.0
19721,0.0
18764,0.0
23083,0.0
16476,0.0
37783,1.0
6705,0.0
16164,0.0
40463,1.0
1323,0.0
28700,0.0
24305,0.0
44477,1.0
20414,0.0
44079,1.0
2538,0.0
29483,0.0
6379,0.0
31747,0.0
41639,1.0
41751,1.0
20725,0.0
30102,0.0
41448,1.0
6829,0.0
15598,0.0
49465,1.0
16072,0.0
41181,1.0
18903,0.0
35515,1.0
37695,1.0
29180,0.0
8256,0.0
37427,1.0
24620,0.0
31391,0.0
14198,0.0
48795,1.0
3798,0.0
11264,0.0
40017,1.0
29787,0.0
22198,0.0
6728,0.0
44971,1.0
42973,1.0
29442,0.0
47874,1.0
45184,1.0
13735,0.0
42551,1.0
9035,0.0
7860,0.0
30114,0.0
36372,1.0
16213,0.0
18476,0.0
36501,1.0
40342,1.0
27609,0.0
9753,0.0
16254,0.0
25628,0.0
8462,0.0
33487,1.0
34428,1.0
27734,0.0
124,0.0
44234,1.0
22137,0.0
37922,1.0
26989,0.0
22517,0.0
44401,1.0
9004,0.0
24388,0.0
30147,0.0
10588,0.0
1430,0.0
19848,0.0
32470,1.0
8824,0.0
44399,1.0
15017,0.0
34311,1.0
5217,0.0
23133,0.0
49994,1.0
14173,0.0
18746,0.0
37462,1.0
34232,1.0
34401,1.0
43434,1.0
26028,0.0
22587,0.0
26817,0.0
40824,1.0
16088,0.0
42756,1.0
17151,0.0
11674,0.0
38843,1.0
2906,0.0
23830,0.0
7139,0.0
17942,0.0
15035,0.0
44651,1.0
1005,0.0
26193,0.0
21291,0.0
17021,0.0
45428,1.0
25388,0.0
34715,1.0
42204,1.0
19419,0.0
49784,1.0
16945,0.0
7015,0.0
16373,0.0
30603,0.0
28094,0.0
20497,0.0
20529,0.0
2481,0.0
30564,0.0
7271,0.0
544,0.0
47789,1.0
30601,0.0
25383,0.0
3047,0.0
49212,1.0
27721,0.0
1010,0.0
48080,1.0
12086,0.0
26437,0.0
39341,1.0
43711,1.0
14015,0.0
10154,0.0
14568,0.0
21850,0.0
43399,1.0
37440,1.0
46771,1.0
4441,0.0
38049,1.0
4045,0.0
26154,0.0
45876,1.0
2788,0.0
30190,0.0
20194,0.0
10719,0.0
20427,0.0
33092,1.0
22169,0.0
43093,1.0
26803,0.0
26227,0.0
22210,0.0
26453,0.0
39797,1.0
9989,0.0
37698,1.0
45092,1.0
12235,0.0
14195,0.0
20014,0.0
9438,0.0
38576,1.0
11269,0.0
36811,1.0
6679,0.0
46375,1.0
24399,0.0
14771,0.0
49301,1.0
48786,1.0
30632,0.0
1346,0.0
4989,0.0
18459,0.0
4528,0.0
26245,0.0
47926,1.0
21303,0.0
24213,0.0
30162,0.0
17856,0.0
2919,0.0
37489,1.0
23307,0.0
9703,0.0
41443,1.0
28785,0.0
11449,0.0
18151,0.0
11342,0.0
24886,0.0
45799,1.0
6965,0.0
10330,0.0
37819,1.0
18916,0.0
7511,0.0
34068,1.0
3464,0.0
40031,1.0
29393,0.0
47121,1.0
17893,0.0
35305,1.0
11497,0.0
20237,0.0
8288,0.0
17977,0.0
4257,0.0
16507,0.0
14111,0.0
3689,0.0
43849,1.0
30889,0.0
39799,1.0
36785,1.0
29344,0.0
30851,0.0
23855,0.0
17572,0.0
9262,0.0
10231,0.0
29114,0.0
45197,1.0
29571,0.0
39181,1.0
27396,0.0
40294,1.0
33391,1.0
41548,1.0
43403,1.0
34653,1.0
31688,0.0
23491,0.0
169,0.0
4982,0.0
27043,0.0
46586,1.0
45304,1.0
43836,1.0
34876,1.0
24798,0.0
44638,1.0
46699,1.0
11212,0.0
38540,1.0
1736,0.0
30642,0.0
15243,0.0
29252,0.0
39311,1.0
41552,1.0
7910,0.0
805,0.0
46992,1.0
14992,0.0
35731,1.0
27372,0.0
12004,0.0
47691,1.0
8255,0.0
19405,0.0
40592,1.0
8771,0.0
41060,1.0
30647,0.0
47336,1.0
11773,0.0
48151,1.0
38752,1.0
10465,0.0
38029,1.0
31755,0.0
40295,1.0
38365,1.0
21783,0.0
38137,1.0
4046,0.0
46623,1.0
9931,0.0
48447,1.0
39758,1.0
33224,1.0
658,0.0
41285,1.0
9597,0.0
1614,0.0
37679,1.0
12656,0.0
16864,0.0
23179,0.0
49857,1.0
20892,0.0
3577,0.0
37376,1.0
6268,0.0
27611,0.0
19731,0.0
42945,1.0
7852,0.0
32397,1.0
31576,0.0
90,0.0
45993,1.0
7440,0.0
3107,0.0
23608,0.0
27012,0.0
13423,0.0
2269,0.0
9678,0.0
28043,0.0
11167,0.0
42584,1.0
35593,1.0
30112,0.0
487,0.0
2838,0.0
40537,1.0
34240,1.0
43912,1.0
19653,0.0
46802,1.0
17969,0.0
41304,1.0
20946,0.0
39321,1.0
25908,0.0
5942,0.0
510,0.0
44656,1.0
39804,1.0
13683,0.0
49993,1.0
44860,1.0
40642,1.0
33859,1.0
20586,0.0
35637,1.0
36491,1.0
27300,0.0
12802,0.0
49696,1.0
264,0.0
1303,0.0
12364,0.0
7070,0.0
26752,0.0
16150,0.0
42873,1.0
21170,0.0
41219,1.0
1351,0.0
1704,0.0
17830,0.0
33832,1.0
5864,0.0
34129,1.0
8030,0.0
20292,0.0
5413,0.0
10425,0.0
16249,0.0
21429,0.0
19948,0.0
20482,0.0
21279,0.0
46014,1.0
42905,1.0
11327,0.0
17713,0.0
26716,0.0
3955,0.0
3761,0.0
38878,1.0
10898,0.0
27821,0.0
48877,1.0
33356,1.0
15978,0.0
3175,0.0
12308,0.0
28930,0.0
32107,1.0
17093,0.0
26551,0.0
8596,0.0
17207,0.0
28553,0.0
40393,1.0
48891,1.0
45098,1.0
24854,0.0
29797,0.0
49264,1.0
23858,0.0
17866,0.0
36353,1.0
35535,1.0
45534,1.0
4279,0.0
3011,0.0
39452,1.0
14532,0.0
181,0.0
20610,0.0
41831,1.0
461,0.0
34270,1.0
19463,0.0
10087,0.0
49431,1.0
4549,0.0
2372,0.0
42763,1.0
39048,1.0
47971,1.0
25601,0.0
20779,0.0
28447,0.0
16203,0.0
10766,0.0
41110,1.0
39697,1.0
29308,0.0
11405,0.0
41921,1.0
22578,0.0
5045,0.0
1503,0.0
5047,0.0
39729,1.0
47248,1.0
15010,0.0
15466,0.0
18707,0.0
3781,0.0
43194,1.0
20699,0.0
31776,0.0
10221,0.0
31124,0.0
29160,0.0
1555,0.0
33674,1.0
46521,1.0
43218,1.0
46677,1.0
26593,0.0
4676,0.0
41559,1.0
30705,0.0
11898,0.0
20401,0.0
42003,1.0
36551,1.0
41348,1.0
49952,1.0
26691,0.0
1325,0.0
26341,0.0
27416,0.0
28093,0.0
44746,1.0
30209,0.0
6064,0.0
21166,0.0
20799,0.0
5762,0.0
45554,1.0
40985,1.0
3668,0.0
15526,0.0
40439,1.0
15295,0.0
71,0.0
31436,0.0
44801,1.0
30548,0.0
12414,0.0
25311,0.0
27541,0.0
5913,0.0
45491,1.0
14372,0.0
8144,0.0
41421,1.0
23368,0.0
36324,1.0
20826,0.0
8048,0.0
35752,1.0
622,0.0
20601,0.0
34421,1.0
30519,0.0
33802,1.0
13991,0.0
28017,0.0
31834,0.0
7062,0.0
8200,0.0
20069,0.0
41268,1.0
20138,0.0
29104,0.0
31151,0.0
1227,0.0
36227,1.0
46223,1.0
10654,0.0
9647,0.0
12572,0.0
25166,0.0
1182,0.0
32184,1.0
31609,0.0
9414,0.0
12843,0.0
32635,1.0
4072,0.0
10460,0.0
27299,0.0
37507,1.0
19716,0.0
42606,1.0
35395,1.0
6213,0.0
23604,0.0
19237,0.0
19514,0.0
41305,1.0
12160,0.0
4235,0.0
20081,0.0
12904,0.0
25103,0.0
45894,1.0
48118,1.0
28704,0.0
12331,0.0
12263,0.0
42797,1.0
16015,0.0
3585,0.0
24923,0.0
14106,0.0
32990,1.0
32961,1.0
40363,1.0
34191,1.0
23871,0.0
37572,1.0
13280,0.0
37401,1.0
36217,1.0
22511,0.0
27046,0.0
4874,0.0
39674,1.0
24383,0.0
29539,0.0
46615,1.0
3920,0.0
32882,1.0
8227,0.0
13552,0.0
49320,1.0
14734,0.0
19767,0.0
4568,0.0
36187,1.0
4915,0.0
38494,1.0
41743,1.0
34257,1.0
39867,1.0
36193,1.0
45439,1.0
7138,0.0
28654,0.0
47331,1.0
8087,0.0
13885,0.0
9443,0.0
14989,0.0
38804,1.0
48354,1.0
31718,0.0
4037,0.0
25847,0.0
36163,1.0
24871,0.0
39983,1.0
14718,0.0
3487,0.0
35076,1.0
29056,0.0
9812,0.0
31530,0.0
22586,0.0
6174,0.0
19599,0.0
21463,0.0
32024,1.0
23851,0.0
5095,0.0
13795,0.0
21613,0.0
30413,0.0
15556,0.0
18367,0.0
16747,0.0
41960,1.0
6462,0.0
42063,1.0
9963,0.0
19819,0.0
34069,1.0
46447,1.0
38258,1.0
8709,0.0
8370,0.0
8495,0.0
25126,0.0
47686,1.0
12506,0.0
49836,1.0
32954,1.0
3301,0.0
40952,1.0
2748,0.0
4222,0.0
26974,0.0
21682,0.0
22610,0.0
42174,1.0
41587,1.0
10708,0.0
2915,0.0
44895,1.0
1576,0.0
42301,1.0
40712,1.0
16246,0.0
24533,0.0
1684,0.0
22119,0.0
39780,1.0
48099,1.0
45343,1.0
22938,0.0
47047,1.0
32462,1.0
36409,1.0
12912,0.0
41666,1.0
29194,0.0
36012,1.0
18675,0.0
10191,0.0
30435,0.0
25811,0.0
4429,0.0
40317,1.0
10126,0.0
23493,0.0
21674,0.0
21529,0.0
31218,0.0
21734,0.0
35730,1.0
21270,0.0
44483,1.0
27343,0.0
25942,0.0
41404,1.0
30914,0.0
3562,0.0
18868,0.0
5253,0.0
32138,1.0
39102,1.0
9066,0.0
27990,0.0
26642,0.0
3425,0.0
1530,0.0
48248,1.0
41607,1.0
41007,1.0
44684,1.0
40445,1.0
21843,0.0
37844,1.0
33852,1.0
40269,1.0
16168,0.0
1400,0.0
3877,0.0
19865,0.0
19817,0.0
30382,0.0
23753,0.0
17787,0.0
11028,0.0
16861,0.0
42255,1.0
46066,1.0
48521,1.0
16563,0.0
11626,0.0
29753,0.0
8698,0.0
17048,0.0
38502,1.0
11686,0.0
4756,0.0
1180,0.0
19783,0.0
27259,0.0
38755,1.0
17516,0.0
40912,1.0
25419,0.0
25606,0.0
16383,0.0
6706,0.0
42085,1.0
34564,1.0
23498,0.0
41228,1.0
11818,0.0
30396,0.0
38224,1.0
21276,0.0
35220,1.0
15448,0.0
15939,0.0
14831,0.0
20575,0.0
31679,0.0
18385,0.0
15852,0.0
45085,1.0
42946,1.0
43502,1.0
26187,0.0
44311,1.0
47975,1.0
21686,0.0
1563,0.0
13758,0.0
15459,0.0
31331,0.0
14019,0.0
29506,0.0
46638,1.0
42567,1.0
31800,0.0
44505,1.0
49370,1.0
18078,0.0
40260,1.0
46326,1.0
28462,0.0
38059,1.0
3470,0.0
6661,0.0
24097,0.0
2606,0.0
9862,0.0
23267,0.0
27176,0.0
14943,0.0
109,0.0
45883,1.0
20640,0.0
11741,0.0
40542,1.0
19185,0.0
45852,1.0
28381,0.0
22377,0.0
43426,1.0
2324,0.0
36157,1.0
26602,0.0
36319,1.0
36986,1.0
39826,1.0
24687,0.0
28471,0.0
9685,0.0
26495,0.0
48159,1.0
48829,1.0
28520,0.0
23034,0.0
8398,0.0
3197,0.0
13457,0.0
37167,1.0
35859,1.0
23961,0.0
33512,1.0
44123,1.0
33458,1.0
10312,0.0
40027,1.0
35667,1.0
30650,0.0
6169,0.0
8076,0.0
40479,1.0
41485,1.0
45785,1.0
9357,0.0
8882,0.0
23376,0.0
7433,0.0
28615,0.0
35804,1.0
19347,0.0
35009,1.0
31193,0.0
3142,0.0
45739,1.0
44949,1.0
4231,0.0
18192,0.0
2194,0.0
16188,0.0
4881,0.0
11292,0.0
43570,1.0
49656,1.0
14726,0.0
33078,1.0
39900,1.0
13418,0.0
3755,0.0
10884,0.0
18168,0.0
4453,0.0
2541,0.0
48578,1.0
17505,0.0
32596,1.0
27980,0.0
46214,1.0
15655,0.0
46884,1.0
28947,0.0
24143,0.0
3821,0.0
4267,0.0
2296,0.0
30987,0.0
4196,0.0
35137,1.0
23144,0.0
10852,0.0
31152,0.0
43973,1.0
37240,1.0
44848,1.0
1790,0.0
46922,1.0
35887,1.0
18808,0.0
15131,0.0
20741,0.0
12036,0.0
22098,0.0
22580,0.0
7089,0.0
40350,1.0
38092,1.0
37083,1.0
38734,1.0
19487,0.0
26632,0.0
1624,0.0
30444,0.0
2554,0.0
34447,1.0
14677,0.0
44845,1.0
35771,1.0
16084,0.0
775,0.0
35414,1.0
33879,1.0
16339,0.0
29357,0.0
17716,0.0
7142,0.0
1310,0.0
45692,1.0
34275,1.0
440,0.0
28713,0.0
26746,0.0
16936,0.0
17720,0.0
13246,0.0
20577,0.0
1226,0.0
20402,0.0
29065,0.0
10629,0.0
48989,1.0
44830,1.0
49890,1.0
11548,0.0
39329,1.0
49977,1.0
33620,1.0
13745,0.0
29835,0.0
9491,0.0
27719,0.0
30921,0.0
43609,1.0
26449,0.0
45113,1.0
2241,0.0
20523,0.0
42169,1.0
23500,0.0
30767,0.0
18436,0.0
17873,0.0
36887,1.0
28976,0.0
16777,0.0
7047,0.0
32410,1.0
22497,0.0
7739,0.0
45331,1.0
15813,0.0
1558,0.0
42407,1.0
273,0.0
44908,1.0
32472,1.0
11450,0.0
42822,1.0
41570,1.0
47517,1.0
38277,1.0
397,0.0
30397,0.0
31652,0.0
3621,0.0
23573,0.0
15203,0.0
15516,0.0
47486,1.0
18510,0.0
11398,0.0
38338,1.0
30880,0.0
37799,1.0
44877,1.0
6657,0.0
17336,0.0
21915,0.0
9481,0.0
39324,1.0
35977,1.0
48619,1.0
25415,0.0
43695,1.0
21514,0.0
43410,1.0
33472,1.0
9172,0.0
31881,0.0
19113,0.0
32095,1.0
27478,0.0
3949,0.0
24977,0.0
32415,1.0
20477,0.0
16362,0.0
46541,1.0
2856,0.0
17311,0.0
10611,0.0
33717,1.0
21321,0.0
35571,1.0
37481,1.0
46872,1.0
3234,0.0
22561,0.0
6912,0.0
23754,0.0
34411,1.0
16771,0.0
49733,1.0
8612,0.0
24755,0.0
7510,0.0
41090,1.0
46999,1.0
512,0.0
37319,1.0
538,0.0
47587,1.0
2398,0.0
45566,1.0
25296,0.0
33870,1.0
36851,1.0
43382,1.0
1981,0.0
34176,1.0
14415,0.0
45817,1.0
35829,1.0
32764,1.0
19647,0.0
16442,0.0
46466,1.0
37810,1.0
36453,1.0
17064,0.0
29255,0.0
12438,0.0
9048,0.0
36563,1.0
11048,0.0
19150,0.0
8872,0.0
16451,0.0
45769,1.0
19339,0.0
3571,0.0
20634,0.0
47654,1.0
15746,0.0
33341,1.0
45631,1.0
36263,1.0
45575,1.0
11840,0.0
841,0.0
31255,0.0
4629,0.0
16273,0.0
19051,0.0
6485,0.0
7438,0.0
41351,1.0
29914,0.0
18059,0.0
11747,0.0
33008,1.0
11687,0.0
32846,1.0
21883,0.0
28631,0.0
17166,0.0
49608,1.0
19772,0.0
5123,0.0
34167,1.0
34848,1.0
35818,1.0
23022,0.0
304,0.0
22247,0.0
42403,1.0
34530,1.0
35993,1.0
37707,1.0
49882,1.0
42696,1.0
49736,1.0
6119,0.0
47906,1.0
33163,1.0
3549,0.0
40664,1.0
7579,0.0
9682,0.0
9126,0.0
3822,0.0
37074,1.0
23323,0.0
7028,0.0
30120,0.0
18393,0.0
1186,0.0
21167,0.0
28944,0.0
35435,1.0
20371,0.0
9091,0.0
2341,0.0
41615,1.0
32440,1.0
32069,1.0
1103,0.0
35418,1.0
7471,0.0
34200,1.0
47792,1.0
45072,1.0
22775,0.0
12885,0.0
150,0.0
48736,1.0
27334,0.0
21703,0.0
21818,0.0
10631,0.0
46740,1.0
37913,1.0
14577,0.0
43094,1.0
41567,1.0
22492,0.0
39150,1.0
24511,0.0
46270,1.0
1345,0.0
34999,1.0
44402,1.0
7425,0.0
40499,1.0
10543,0.0
24130,0.0
40908,1.0
31529,0.0
31015,0.0
31507,0.0
40351,1.0
7838,0.0
7885,0.0
28279,0.0
33388,1.0
36874,1.0
25137,0.0
28435,0.0
24380,0.0
47090,1.0
34905,1.0
21711,0.0
36933,1.0
45244,1.0
37792,1.0
40200,1.0
28325,0.0
1611,0.0
7104,0.0
33576,1.0
4439,0.0
38901,1.0
44624,1.0
16894,0.0
1670,0.0
963,0.0
34050,1.0
3803,0.0
45588,1.0
48117,1.0
196,0.0
24057,0.0
40397,1.0
18480,0.0
45786,1.0
45945,1.0
760,0.0
26003,0.0
1263,0.0
49268,1.0
1603,0.0
10257,0.0
29707,0.0
2266,0.0
18559,0.0
33202,1.0
33898,1.0
20549,0.0
5664,0.0
49050,1.0
24896,0.0
10353,0.0
13307,0.0
20230,0.0
47227,1.0
9977,0.0
22211,0.0
37647,1.0
36857,1.0
19447,0.0
19854,0.0
7450,0.0
35757,1.0
14946,0.0
22725,0.0
2957,0.0
25767,0.0
31092,0.0
9677,0.0
7862,0.0
49145,1.0
21076,0.0
49123,1.0
1937,0.0
17936,0.0
11476,0.0
12214,0.0
20635,0.0
16221,0.0
13132,0.0
1671,0.0
29583,0.0
36132,1.0
27268,0.0
32122,1.0
9189,0.0
33456,1.0
40457,1.0
43761,1.0
10864,0.0
11750,0.0
28733,0.0
4093,0.0
32445,1.0
18862,0.0
49837,1.0
44916,1.0
2275,0.0
219,0.0
7765,0.0
33691,1.0
9466,0.0
2976,0.0
32738,1.0
43322,1.0
31804,0.0
38926,1.0
40041,1.0
32833,1.0
6946,0.0
9246,0.0
9085,0.0
22157,0.0
34307,1.0
42111,1.0
6425,0.0
28439,0.0
31277,0.0
15059,0.0
25535,0.0
49186,1.0
17148,0.0
4038,0.0
12510,0.0
38072,1.0
14045,0.0
22956,0.0
12034,0.0
28489,0.0
39441,1.0
6753,0.0
39247,1.0
13770,0.0
48503,1.0
41024,1.0
44863,1.0
32963,1.0
24240,0.0
9966,0.0
18390,0.0
26269,0.0
7517,0.0
38377,1.0
9886,0.0
22461,0.0
242,0.0
16656,0.0
31395,0.0
14398,0.0
37788,1.0
47933,1.0
45207,1.0
26238,0.0
45281,1.0
20970,0.0
15051,0.0
45236,1.0
15662,0.0
27947,0.0
19884,0.0
31048,0.0
8487,0.0
33995,1.0
4190,0.0
16783,0.0
41155,1.0
16426,0.0
3509,0.0
47126,1.0
19160,0.0
6205,0.0
41124,1.0
25596,0.0
3965,0.0
8907,0.0
48316,1.0
3046,0.0
48858,1.0
41041,1.0
29366,0.0
19266,0.0
41247,1.0
20379,0.0
31546,0.0
26912,0.0
26458,0.0
41739,1.0
21794,0.0
36071,1.0
18905,0.0
32375,1.0
44054,1.0
43505,1.0
2160,0.0
48406,1.0
30887,0.0
19332,0.0
48378,1.0
24742,0.0
31357,0.0
44284,1.0
6656,0.0
25913,0.0
12663,0.0
2676,0.0
38452,1.0
38326,1.0
11770,0.0
44,0.0
38900,1.0
25017,0.0
17530,0.0
24312,0.0
33853,1.0
35308,1.0
39178,1.0
34822,1.0
38625,1.0
3507,0.0
48545,1.0
21970,0.0
49225,1.0
37098,1.0
46343,1.0
41849,1.0
6278,0.0
14237,0.0
48336,1.0
40540,1.0
31649,0.0
15285,0.0
24702,0.0
474,0.0
26784,0.0
5023,0.0
10777,0.0
29488,0.0
32591,1.0
27001,0.0
41525,1.0
38105,1.0
26118,0.0
41125,1.0
15505,0.0
10540,0.0
884,0.0
36197,1.0
15725,0.0
26266,0.0
19665,0.0
41536,1.0
4314,0.0
20684,0.0
23747,0.0
6491,0.0
170,0.0
25624,0.0
27072,0.0
27031,0.0
40229,1.0
2226,0.0
33053,1.0
48005,1.0
30366,0.0
46570,1.0
41222,1.0
757,0.0
10285,0.0
15788,0.0
35107,1.0
36305,1.0
28960,0.0
30571,0.0
1383,0.0
32338,1.0
11509,0.0
7636,0.0
3950,0.0
47020,1.0
37951,1.0
11374,0.0
31018,0.0
27974,0.0
37535,1.0
43704,1.0
13988,0.0
28624,0.0
39737,1.0
44294,1.0
23374,0.0
31482,0.0
20204,0.0
19930,0.0
33656,1.0
30142,0.0
16584,0.0
49378,1.0
41521,1.0
30557,0.0
12534,0.0
38639,1.0
7115,0.0
45270,1.0
6267,0.0
11808,0.0
3782,0.0
39876,1.0
31961,1.0
19836,0.0
30555,0.0
24984,0.0
18079,0.0
25706,0.0
44390,1.0
42445,1.0
22526,0.0
2157,0.0
6967,0.0
28286,0.0
49355,1.0
18087,0.0
2998,0.0
27954,0.0
37656,1.0
31909,0.0
13462,0.0
9870,0.0
33141,1.0
39419,1.0
14283,0.0
20800,0.0
20532,0.0
9019,0.0
26533,0.0
38095,1.0
27786,0.0
9930,0.0
37243,1.0
21880,0.0
45610,1.0
36133,1.0
22421,0.0
14303,0.0
29087,0.0
37296,1.0
34094,1.0
13593,0.0
24115,0.0
30310,0.0
15376,0.0
40733,1.0
48713,1.0
25421,0.0
40936,1.0
43381,1.0
46106,1.0
23371,0.0
41922,1.0
43106,1.0
39915,1.0
33327,1.0
2130,0.0
14637,0.0
47350,1.0
37974,1.0
42834,1.0
30514,0.0
14797,0.0
17171,0.0
40096,1.0
24976,0.0
1291,0.0
45826,1.0
18304,0.0
49391,1.0
4282,0.0
21809,0.0
14186,0.0
12918,0.0
28802,0.0
30527,0.0
35122,1.0
9345,0.0
34256,1.0
15765,0.0
3672,0.0
34873,1.0
2276,0.0
38462,1.0
24091,0.0
32311,1.0
18164,0.0
42128,1.0
18402,0.0
42647,1.0
26411,0.0
9109,0.0
14740,0.0
38376,1.0
29878,0.0
11540,0.0
10392,0.0
12753,0.0
27007,0.0
29946,0.0
38384,1.0
43430,1.0
16111,0.0
8673,0.0
46916,1.0
311,0.0
18194,0.0
27589,0.0
32226,1.0
30458,0.0
15503,0.0
17104,0.0
13225,0.0
13898,0.0
23638,0.0
39923,1.0
22239,0.0
10447,0.0
45186,1.0
5479,0.0
37383,1.0
45198,1.0
32167,1.0
44027,1.0
26524,0.0
9093,0.0
30326,0.0
21135,0.0
21332,0.0
32580,1.0
22027,0.0
16974,0.0
33306,1.0
8478,0.0
29780,0.0
20798,0.0
37655,1.0
15962,0.0
4341,0.0
40346,1.0
23900,0.0
46013,1.0
15496,0.0
42711,1.0
18664,0.0
34415,1.0
5362,0.0
44566,1.0
7757,0.0
24592,0.0
18599,0.0
19868,0.0
34180,1.0
29202,0.0
20206,0.0
309,0.0
43756,1.0
20451,0.0
29091,0.0
35198,1.0
28002,0.0
17017,0.0
7646,0.0
32192,1.0
3231,0.0
47114,1.0
34432,1.0
37257,1.0
48546,1.0
40241,1.0
46036,1.0
32714,1.0
10022,0.0
32608,1.0
15785,0.0
36119,1.0
13415,0.0
46589,1.0
7256,0.0
44994,1.0
19972,0.0
45178,1.0
15541,0.0
36503,1.0
30556,0.0
435,0.0
49762,1.0
30712,0.0
30969,0.0
2531,0.0
5487,0.0
43165,1.0
44400,1.0
5096,0.0
27452,0.0
33910,1.0
17590,0.0
47979,1.0
3382,0.0
41275,1.0
34883,1.0
7981,0.0
9948,0.0
21137,0.0
43515,1.0
824,0.0
211,0.0
46927,1.0
1571,0.0
27873,0.0
30562,0.0
43593,1.0
44966,1.0
22776,0.0
15075,0.0
49425,1.0
29564,0.0
36854,1.0
3505,0.0
22327,0.0
49168,1.0
11830,0.0
33726,1.0
7917,0.0
40929,1.0
25381,0.0
29113,0.0
48103,1.0
49062,1.0
28597,0.0
49085,1.0
18598,0.0
35704,1.0
1707,0.0
30756,0.0
49688,1.0
13251,0.0
4407,0.0
11145,0.0
25506,0.0
46163,1.0
48246,1.0
10567,0.0
27636,0.0
24350,0.0
12102,0.0
17808,0.0
32306,1.0
36549,1.0
46390,1.0
10906,0.0
6302,0.0
9418,0.0
23405,0.0
33232,1.0
11729,0.0
32282,1.0
39328,1.0
14314,0.0
40290,1.0
40599,1.0
42289,1.0
12865,0.0
10613,0.0
19586,0.0
6247,0.0
29790,0.0
25058,0.0
20848,0.0
4715,0.0
1859,0.0
19399,0.0
40870,1.0
46928,1.0
37870,1.0
33734,1.0
38399,1.0
40154,1.0
44211,1.0
29214,0.0
32997,1.0
5641,0.0
34843,1.0
5302,0.0
33735,1.0
10281,0.0
5701,0.0
32776,1.0
39854,1.0
46110,1.0
4640,0.0
27906,0.0
32838,1.0
26850,0.0
32447,1.0
38202,1.0
39020,1.0
40761,1.0
1061,0.0
38411,1.0
7919,0.0
14076,0.0
45458,1.0
23274,0.0
46239,1.0
2009,0.0
39123,1.0
45282,1.0
2304,0.0
14514,0.0
30516,0.0
29660,0.0
40711,1.0
16632,0.0
19568,0.0
3831,0.0
45065,1.0
46557,1.0
36513,1.0
37164,1.0
7163,0.0
8581,0.0
7712,0.0
41591,1.0
45103,1.0
17196,0.0
48327,1.0
14476,0.0
16682,0.0
29337,0.0
10299,0.0
29735,0.0
29550,0.0
12032,0.0
40569,1.0
11393,0.0
5239,0.0
27832,0.0
15712,0.0
8644,0.0
35472,1.0
21053,0.0
23158,0.0
11879,0.0
35677,1.0
25282,0.0
48969,1.0
29130,0.0
17776,0.0
47646,1.0
24940,0.0
17931,0.0
12712,0.0
1156,0.0
38771,1.0
47290,1.0
2614,0.0
23838,0.0
44107,1.0
23635,0.0
41100,1.0
602,0.0
14155,0.0
45693,1.0
38855,1.0
49308,1.0
36390,1.0
14766,0.0
44478,1.0
7937,0.0
4071,0.0
21285,0.0
9913,0.0
4199,0.0
16714,0.0
28998,0.0
21044,0.0
39101,1.0
25874,0.0
44237,1.0
15624,0.0
39653,1.0
32283,1.0
40960,1.0
11581,0.0
16375,0.0
11203,0.0
3518,0.0
9624,0.0
16348,0.0
39474,1.0
10525,0.0
40622,1.0
17728,0.0
41856,1.0
23631,0.0
17398,0.0
42936,1.0
4570,0.0
33986,1.0
5138,0.0
42519,1.0
44383,1.0
23662,0.0
4553,0.0
46514,1.0
1838,0.0
25902,0.0
42833,1.0
36516,1.0
34803,1.0
49332,1.0
23339,0.0
34120,1.0
137,0.0
38980,1.0
39092,1.0
44635,1.0
1719,0.0
2403,0.0
45991,1.0
35485,1.0
45472,1.0
29043,0.0
18205,0.0
11311,0.0
5973,0.0
44925,1.0
48525,1.0
8768,0.0
48595,1.0
39210,1.0
20623,0.0
23452,0.0
29959,0.0
16148,0.0
16496,0.0
10767,0.0
30029,0.0
26744,0.0
7786,0.0
48986,1.0
28265,0.0
30829,0.0
39080,1.0
45733,1.0
49073,1.0
28905,0.0
39352,1.0
3032,0.0
13530,0.0
12585,0.0
6933,0.0
7173,0.0
39770,1.0
19700,0.0
494,0.0
22048,0.0
28793,0.0
35192,1.0
17165,0.0
33379,1.0
848,0.0
9050,0.0
21047,0.0
16060,0.0
24212,0.0
38036,1.0
28946,0.0
2805,0.0
8731,0.0
8,0.0
32052,1.0
14483,0.0
11656,0.0
39647,1.0
24828,0.0
42979,1.0
43182,1.0
45671,1.0
9117,0.0
35286,1.0
23302,0.0
47633,1.0
24693,0.0
2084,0.0
25132,0.0
40296,1.0
10076,0.0
12408,0.0
40473,1.0
38675,1.0
643,0.0
47377,1.0
29956,0.0
42296,1.0
33459,1.0
35097,1.0
26346,0.0
44540,1.0
37231,1.0
30423,0.0
40032,1.0
45344,1.0
45028,1.0
8451,0.0
20444,0.0
47067,1.0
44321,1.0
37026,1.0
29537,0.0
10801,0.0
48600,1.0
3055,0.0
24773,0.0
41569,1.0
41479,1.0
38680,1.0
45670,1.0
39613,1.0
9992,0.0
3678,0.0
27014,0.0
7635,0.0
26939,0.0
16360,0.0
18288,0.0
8898,0.0
5794,0.0
23139,0.0
39413,1.0
29876,0.0
33927,1.0
17639,0.0
38458,1.0
32312,1.0
10294,0.0
